tweet,sentiment
@sugarbaby6120 @fadilust @honeymoonarea 38 rebu cuma dapet filter sama kopi kenangan doang ka:(,Negative
@naranabil @adindahapsa beli kopi kenangan PET ga rekomen jg dong bil kalau gt? hehe guyon bil,Negative
Finally bisa order kopi kenangan  https://t.co/2Svc11YwlI,Positive
"hujan, buku, segelas kopi pahit juga kenangan tentangmu yang tak mampu dihapuskan waktu",Negative
Kopken = kopi kenangan ahsiansisj tau smua lah ya,Negative
Akhirnya keturutan nyobain cerita roti dan tak lupa minuman dari kopi kenangan. Coklat 100%nya mantab  Rotinya lembut selembut hatiku 😂😂😂  https://t.co/nxXaOz1g6K,Negative
Kopi Kenangan Opens 26 Stores in One Week  https://t.co/PMO2H6yr6U,Negative
itu picnya chigo by kopi kenangan ygy semoga besok bisa traktir keluarga makan chigo&lt;333  https://t.co/RYrGscF62g,Positive
Yang lagi + COVID boleh minum Kopi Kenangan ga?,Negative
"#jogjainfo #JOGJA Hari ini ada diskon 30% #kopikenangan nder. Jangan ketinggalan. Bayar pakai shopeepay dapat cashback juga nder. Mumpung cuaca panas cocok banget minum minuman yang seger"".  https://t.co/QIOYxw1Qo9",Positive
"ehh masa aku rusakin colokan di kopi kenangan sii, maaf bgt ini mah tapi kek tiba tiba rusak gatau 😭😭🥹 @Kopikenangan_ID",Negative
Mak ai pahit sepahit kenangan lalu ku. Lebih kopi ni yang 😂  https://t.co/7XekNhj4HH,Negative
3/6bln ga ngaruh ke anak? tuh anak u nyusu kopi kenangan apa gmn?,Negative
Fresh Milk boba untuk saat ini dimenangkan oleh brand Kopi Kenangan @Kopikenangan_ID,Negative
"sueneng aku karo mba2 n mas2 kopi kenangan ruko citraland Tegal, ramah2 puol👍",Negative
@roesxxl kopi kenangan,Negative
jgn lupa story kopi kenangan nya ntar ngantuk ga ngopi :(,Negative
"Klo kata temen saya, jogja itu angkringan, kopi, dan overloaded with memories abt ""lampu lalu lintas"".  Thanks, traffic lights. Kamu kenangan yang buat aku selalu menganga tiap waktu, ok.",Negative
minum kopi kenangan gak sekali dua kali tapi kemaren efeknya parah si sampe gabisa tidur dan baru tidur jam 8 pagi tadi padahal gak nonton apa2 dan udah naro hp dari jam 3 subuh dan mencoba merem tapi tetep gak tidur2. akhirnya kayanya bisa tidur jam 8an dan bangun jam set12 😌,Negative
Kopi kenangan mantancino itu maksudnya sekarang dah jadi pribumi?,Negative
@anniepwkt Jangan diratapi  kenangan pahit..kehidupan  nan pahit  bak secangkir kopi hitam  hadapi dengan  senyuman ....,Negative
@FOOD_FESS kopi kenangan aja kaa,Negative
"""Relaku telan pahitnya kopi, dari pahitnya kenangan""  Bagi peminat kopi terutama yang duduk area Bangi, Kajang dan berdekatan, this weekend ada 30 vendor kopi, dessert dan pastries. Jumpa dekat sana nanti!  25 &amp; 26 Jun 2022 (Sabtu &amp; Ahad) 10.00am - 10.00pm  @ngopiss @petakopi_my  https://t.co/AfJuoTCDmp",Negative
nescafe dulu apa kopi kenangan dl?,Negative
aku mau nyobain kopi kenangan yang ungu,Negative
@FOOD_FESS Kok pada doyan kopi kenangan ya,Negative
guis minum kopi kenangan sambil jaga toko siang hari  https://t.co/C25iJUn4yH,Negative
@Salsatadya Cw kopi kenangan,Negative
@alamapashwi coba kamu duduk di kopi kenangan🙏,Negative
@O527am kopi kenangan kah?,Negative
@lostgirlxyz KOPI KENANGAN!,Negative
@dprhiburanmalam @ahginiwe Ukhti ukhti sekarang bukan kopi kenangan lagi yaa megangnyaa,Negative
Gara-gara avocado milk naik 4ribu gue jadi minum kopi eh keterusan….. tp kenangan mantan satu2nya kopi yg ga bikin deg2an sih (kalo gue). Gue minum good day aja gak bisa biasanya.,Positive
"@hutadzone Ini barista Kopi Kenangan, ya.",Negative
@davingomel kopi kenangan tuh enak kah??? gue mau beli tapi ragu bakalan kek kopi kopi biasanya yg store modal astetik abg doang,Negative
bye bye kopi kenangan. aku gak diizinin abangku kerja padahal aku dpt interview online hari inii 😭,Negative
"Biasa minum Kenangan / homemade latte yg amat sangat rich &amp; creamy, hr ini pesen kopi sembuarang yg ada di Sofyfud. Sooo watery &amp; bland😭💔 Hence, Rule #1; Never settle less for your morning coffee.",Negative
@bang_bar0n kopi kenangan 😭,Negative
Andai ruangan kerja gue sedingin store kopi kenangan @Kopikenangan_ID pasti betah kerja,Positive
ada promo bayar pake gopay di aplikasi kopi kenangan kak @i_m_mortal_   btw ini udh hari kedua masih dpt cashback  https://t.co/QsvkAKy8ny,Negative
@bngdikaaa Coba Kopi Kenangan outlet Bawakaraeng yg baru buka 😁,Negative
@FOOD_FESS kopi kenangan yang item,Negative
"@CG_Contest Wish me luck, kopi kenangan",Negative
Semalam niat nak cut sugar sekali bos aku masuk office dia belanja kopi oldtown pastu balik rumah adik aku beli coconut shake pulak. Niat tu hanya tinggal kenangan jer la 👋🍃,Negative
aku yang selalu dejavu antara kopi kenangan sama sbux,Negative
@xarielsite Suka Kopi kenangan min 😬,Positive
@christiyosha @Kopikenangan_ID Cobain menu2 lainnya yuk😆,Negative
"@FOODFESS2 mungkin point coffee, kopi kenangan, janjiw. soalnya yang menurutku udah banyak storenya ya itu.",Positive
@yayahnyajeki27 Kopi Kenangan 😁☝🏻,Negative
Kayaknya kopi kenangan bakal masuk ke kata pengantar skripsi aku sebagai amunisi setiap mengerjakan skripsi🤣  https://t.co/xBkzgjCcNf,Negative
"Ternyata di grand wisata lengkap juga yah. Ada Richness Factory, Starbucks, Kopi Kenangan, Warung Upnormal, Hokben, Solaria, Burger king, dan yang paling penting ada masjid Izzatul Muslimin. 😄",Positive
Cah klau aku GA kopi kenangan buat besok ada yang mau gak?,Negative
"Menjamurnya gerai @pointcoffeeid dengan harga yang cukup bersaing, apakah mampu bersaing dengan pendahulunya  @JanjiJiwaID dan @Kopikenangan_ID?",Positive
@ninetysixA @NetflixID Maksud kamu outlet @Kopikenangan_ID ?,Negative
Wah ternyata kopi kenangan botolan laris yaa  https://t.co/aOzmViBzQ9,Positive
Salted caramel coffe nya kopi kenangan lebih tepatnya,Negative
kmu terlalu kopi kenangan buat aku yg golda,Negative
"Aku, kamu dan kenangan (kopi) 😂",Negative
@hfullsun0600 Lbh suka chatime / kopi kenangan / janji jiwa?,Positive
"Klean ada rekomendasi kopi yg sering diminum ga gais wkwkw aku aslinya jarang ngopi sih di rumah, tapi yg diseduh ini kopi luwak white  Versiku yg enak mah goodday alpuket tapi kan kudu beli yak 😂 kopi kenangan botolan juga enak itu",Positive
"Kopi kenangan mau IPO. Beli kali ya, ga usah banyak² biar berasa owner aja 😋😅",Negative
"@bekasibase kopi kenangan, kopigo, pallet coffee dkt sukaraya, kopi zala dkt stasiun Cikarang",Negative
"tau gk sie tadi wktu gue bilang hasil sbm, kan posisinya lgi dimobil terus adek gue pas dia tau gue gak ketrima, dia langsung puter hati hati dijalan  KAN BANGKEE  untung gue ditraktir kopi kenangan abis itu",Negative
@ElRAAem Dari kopi kenangan,Negative
"@myjoe_ cheese cake sedap, kopi pun sedap tp kenangan lg sedap smpai membawa ke Saiburi jumpa org tuanya😊",Negative
@tarattadoo TP INTINYA KAN LU UDH MINUM KOPI KENANGAN,Negative
"@Moo_Zebra CHATIME ANJRIT, KOPI KENANGAN GAK KEHITUNG MINUM",Negative
@tarattadoo LU UDH MINUM KOPI KENANGAN YG BUKAN KOPI Y ANJER DIABETES,Negative
@vrgotara saran menu kopi kenangan yang enak dong :D,Positive
@HarutoGFisMe kopi apa ya tadi🤔 kaya kopi kenangan yang di alfa itu looh,Negative
mam kebab sambil minum kopi kenangan nyambung engga ya 🤔🤔,Negative
nonton Nessie Judge minum Kopi Kenangan yg Light Avocado Coffee lgsg order. dan ternyata enak..,Negative
"“Kesempurnaan rasa kopi berasal dari rasa pahit di dalamnya. Maka dari itu, kenangan yang pahit juga akan membentuk kita menjadi lebih baik di waktu yang akan datang.”",Negative
Mungkin kalau aku bagi rekemen coffee shop yang best.  ✅ Kopi Janji Jiwa ✅ Kopi Kenangan ✅ One Refinery,Negative
@ngalamfess Kopi kenangan matos,Negative
"Mung iso mbayangke, kopi kenangan 🎤🎤🎤",Negative
"apa hukumnya menggunakan saldo e moneynya kantor buat beli kopi kenangan,  😈 : lumayan bro duitnya  https://t.co/4SiVc6EBOA",Negative
"Akhir2 ini suka banget sm kopi kenangan, boba sm hargany ok banget",Positive
Kopi kenangan  https://t.co/hUbtGO2AHA,Negative
@caramput @Kopikenangan_ID seneng aku bisa nularin ke kamu 😅,Positive
@jevriandien bukannya enakan kopi susu ya? soalnya kata orang pergi jika usaha mu tidak dihargai. apalagi es kopi kenangan,Negative
Rotinya kopi kenangan roti isi coklat tereeennaaxxx coklatnya buat qu 🫰🏻  https://t.co/ZcPmUDAd5O,Negative
kopi kenangan tuh gaenak banget knp sih,Negative
kenapa ya aku paling suka kopi kenangan,Positive
"@Kopikenangan_ID  Ini beneran ya sedotan kecilnya 4 + 2 sedotan boba, udah dipakai 2. Sisanya di foto ini🤣 Makasih ya sudah ngasih lebih, hehe  https://t.co/29eGf7UJsb",Negative
kopi teh andi lau udh gaada di @kopikenangan_id ya?,Negative
pengen kopi kenangan wkwk,Negative
@FOOD_FESS Kopi kenangan!!,Negative
"Kopi Kenangan, Puri Indah (19k) Total: 2318k 23/6",Positive
"@bisot Keren banget, kayak kopi susu gula aren. Ini pasti yang menginspirasi CEO kenangan.",Positive
pen beli kopi kenangan tp tp tp ujan derashhh,Negative
@senjatanuklir Kalo yang Somethinc kolaborasi ama Kopi Kenangan. Wanginya mantap.,Positive
"*gua sama temen mau beli kopi kenangan mantan*  Temen: kopi kenangan mantan ni apa bedanya sama yang lain?  Gua: sama sih itu kopi susu Temen: ini ada cappucino, kan kopi susu juga Gua: iya, yang kenangan bedanya ada keingat mantan aja pas minumnya Temen: minta dicarutin anak ni",Negative
@Ghifaraldiansyh Kopi kenangan,Negative
@alv_irl @firzailham Dapet suntikan Dana dari jay z kali ya Kek kopi kenangan wkwk,Negative
Bisa bisanya aku dimasukin ke grup wa promo kopi kenangan yogya dramaga🥲 seketika jd kangen bogorr hiks🤕,Positive
@nabunage @fadilust @honeymoonarea emg kopi kenangan semurah itu kah?,Negative
"Kopi Kenangan sempat merugi pada 2020 lalu akibat pandemi. Tapi, berkat strategi ekspansi yang tepat, perusahaan kembali menuai untung di 2021.  https://t.co/WWLVw5rpjH",Negative
Varian kopi kenangan paling enak menurutku  https://t.co/jer5H9RBom,Positive
"@tegalfess Jon kopi, kopi kenangan kalo menurut seleraku sih",Negative
malem malem BM makan roti o sama minum kopi kenangan sama perempuan dalam pelukan  https://t.co/M6zCWBHsN4,Positive
"seduhlah kopi terpahitmu, dan campurkan manisnya kenangan masa lalu yang dulu bersamamu",Negative
"kaya nya ini efek minun kopi kenangan tadi siang deh, ga ngantuk samsek masa :(",Negative
di minum lagi 2 gelas wkwkwkwk pake es kopi kenangan americano pait 😭😭😭😭  https://t.co/BwF11S59cs,Negative
@FFOODFESS kopi kenangan mantvt,Negative
kopi kenangan kaya gimana gitu  https://t.co/mwJWnFYUwU,Negative
"Seruputlah kopimu secara perlahan dan jangan tergesa-gesa; karena kopi itu suara cita rasa yang harus kau nikmati, suara aroma yang harus kau cicipi, juga suatu meditasi dan penetrasi ke dalam jiwa dan bahkan kenangan yang harus kita selami.",Positive
@kunkopken kun apa kopi kenangan,Negative
"@KediriFess download aplikasi kopi kenangan, dapet promo 50% pengguna pertama. worth to use...soalnya kopinya enak",Positive
"♡⃕ ◡̈📍kopi kenangan, 19:22 ⚡︎ 👤: kak esa, fotoin gue dong  🐶: lo ga begaya? apa candid nih? 👤: candid anjenk  🐶: siapsiap, nnti fotoin gue juga ya             C K R E K 📸 #stayselcaday #ssd #seungmin #스트레이키즈 #이승민 @Stray_Kids  https://t.co/9ABj0IKbPz",Negative
@djiezou Minum es kopi kenangan aja mas aja😊,Negative
"@itamissu aku mangan mekdi mbak, trus kopi kenangan sebagai penutupnya azek",Negative
"Akhirnya hari ini mesen Chigo! lagi mumpung ada promo dari @gopayindonesia .   Gw sampe mesen 2 kali, 1 dari promo gopay, 1 nya lagi dari promo aplikasi @Kopikenangan_ID .   Worth it banget sih kalo beli Chigo! waktu promo gini",Negative
"Dari sekian banyak kopi instan, dari segala banyaknya varian kopi kenangan. Tetap kamu pemenangnya🤍  Ini bukan iklan.  https://t.co/i34G81k5jp",Positive
@kunkopken HALOW ASYII boleh bgt!! nice to know you yaaah 🥹🧚🏻‍♂️💖💐 btw username km LUCU BGT TERINSPIRASI DR KOPI KENANGAN HAHAHAHHA,Positive
"@_ikahw Ada tepian kopi madukoro, antarakata, kopi kenangan not bad jg sih ruk kalo beli kopi kenangan terus rasanya nda enak komplen ke @optioan_ 🤣🤣 btw starbucks si ruk paling ga pernah fail haha Hahahahhahaha lagi",Positive
@fwbMalang_ mumpung ada stok kopi kenangan 1 ltr nih,Negative
PROMO HARI HARI : BELI 2 GRATIS 1  Untuk Minuman Kopi Kenangan  Pembelian langsung di Hari Hari terdekat  Berlaku hingga 29 Juni 2022  https://t.co/8JuR8JcHIa  https://t.co/S2LaFAVbAp,Positive
@Othex6 Kopi kenangan dong,Negative
@niamoonjin kopi kenangan suka?,Negative
SOMETHINC X Kopi Kenangan  Link  https://t.co/pnd3TM2yte .  https://t.co/6OdkwgR8FU,Negative
Ada PROMO bareng GoPay di outlet Kopi Kenangan!  Nikmati pembelian 2 Salted Caramel Macchiato hanya 36RB* khusus untuk pembayaran menggunakan GoPay langsung di outlet Kopi Kenangan!  Promo berlaku selama hari Jumat-Minggu 24-26 Juni 2022!   Kopi Kenangan 2nd Floor Baywalk Mall  https://t.co/On6cgIcjfK,Negative
Minum kopi kenangan mantan depannya mantan wkwkwkwk,Negative
lagi nyobain kopi kenangan yang ungu sambil mam kue pukis,Negative
@ciazyx Nongkrong di alfanovember minum kopi kenangan,Negative
@cehlos Kopi kenangan,Negative
@bravepromote Kopi kenangan,Negative
"Ngopi dikit (@ Kopi Kenangan in Sukun, East Java)  https://t.co/yXB5H8W3tI  https://t.co/896Ayo159i",Negative
"""ju pacar gua demen bgt ngopi meanwhile gua kagak pernah minum kopi, mau jajanin pacar tapi bingung kopi yang enak apa (...)"" - ini kalo kopinya rumpun kopitalisme, latte-nya kopi kenangan juga udah enak 👍 beliin yang large aja kalo emang dia suka banget   https://t.co/wUCublG0IX",Negative
Min gada cita2 ngirim light kopi kenangan mantan ke rumah saya? @hanyauntukmu_kk,Negative
hazelnut choco milk tea kopi kenangan gbgt ew,Negative
[cium kening] kpd pemilik kopi kenangan,Negative
@sbyfess So sweet e ditukokno kopi kenangan,Negative
Beli roti di kopi kenangan. Harganya naik kuenya mengecil 🥲,Positive
"@corneliusvito @wahadaapa @fairuzahmad @AnisaBasuki Bisa jadi pemilihan minuman mb ini mengkompensasi asupan kalori dari minuman dia sehari-hari (mb2 es kopi susu)  Jika dilihat bintang zero memiliki &gt;50% kandungan kalori yang lebih sedikit dibanding kopi kenangan (asumsi)  Gapapa mbnya sedih, tp kan galucu sedih minum es kopi  https://t.co/pk51vH6Wrv",Negative
Cookies nya kopi kenangan yg di gofood/grabfood itu sama ky yg di kenangan heritage yaa,Negative
@convomfs Kopi kenangan dong,Negative
Kopi Kenangan Hanya Untukmu rasanya manis banget. Beda dengan kenangan yang sesungguhnya. 🤭😁  https://t.co/uE6QNacL8P,Negative
Kopi kenangan mantan has never tasted so good,Negative
@haloblu kenapa pas beli kopi kenangan gak dpt promo diskon 50% ya dan masukan kode promo BLUKENANGAN juga gak ada pop up apa-apa,Positive
@haloblu kok pas mau bayar Qris kopi kenangan gak muncul kode promo yg diskon 50% ya?  Saya juga udah masukan kode promo BLUKENANGAN,Negative
"@nominharusahi kopi kenangan 7/10, haus belum pernah coba. better es teh sih",Negative
"@gleetaeyong pls quick review dibanding sm redvelvet tempat lain kaya Haus/Kopi kenangan gt"" gmn rasanya????",Negative
Kopi kenangan less sugar 🫶,Negative
@sbyfess Kopi kenangan ngagel gakse,Negative
Kopi kenangan satu ruangan bau kopi marai mumet edan,Negative
"@inginlulusipebe Paling aku jam lunch ke kantin pacificplace, di parkiran p2 ada kantin, kalo ga km ke mana ya di pp binun, kopikenangan? Atau mana wkwkwk 😂😂",Negative
"@locturezm Kopiria, kopi kenangan",Negative
"anj aneh banget tiba2 ditelfon orang buat survey, ngakunya dari kopi kenangan, terus ngajak survey face to face (?) dengan iming2 hadiah merch, pas di cek di getcontact ternyata penipu",Negative
"Baru bgt coba kopi kenangan yang ini. Biasanya aku cobanya kenangan mantan di storenya.  Rasanya kyk kopi go0dd4y yg cappucino sih yaa... Tpi ini manis bgt utk ak, aku kira tuh pahit krn kemasannya black,  trnyt manis bgt 😭 asli ini kemanisan, tpi lumayan enak. 7.2/10.  https://t.co/A0USRZojNZ",Positive
Jarang dah minum manis rasa dlm seminggu sekali atau ada je minggu yg memang tak minum manis. Kopi pun baru this week minum yang memang pahit seperti kenangan hidup aku 🤣  Alhamdulillah lost 2 kg 🥹 Takpe usaha sikit lagi 🤭 Now nak kurangkan sukatan nasi pula 🥲,Positive
kopi rokok dan kenangan.  https://t.co/4O4Xxklw6s,Negative
"terima kasih kopi kenangan, nama km akan aku tulis di kata pengantar skripsi😔❤️  https://t.co/nSPKDfd1gE",Positive
@aksarauri Betul. Lebih enak lagi kalau ditambah minumnya pakai kopi kenangan. Makin enak mbak.,Positive
"Beli kopi cha time ga enak bgt ternyata, mending kenangan kemana mana 😞",Positive
ini semua karena kopi kenangan anjir kenapa gue minumnya malem sih jadi tidur jam 3 pagi  https://t.co/4hjdkSnpif,Negative
Kopi kenangan udah bisa dine in blm si,Positive
eh maksudnya kopi kenangan mantan :),Negative
@gofoodindonesia #RekomendAsikGoFood buat memenin nonton MV #BTS biasanya aku pake dimsum dan coffee dari kopi kenangan atau starbuck min 🥰,Negative
@convomfs dari kopi kenangan jadi ke pecel ayam  https://t.co/DpLARltkjx,Negative
kopi kenangan manjur bgt di gue jam segini mata masih seger buat melek,Positive
"Tergantung. Tp kalo sehari hari kopi kenangan botol yang ungu, sama janjiw. Kalo lg miskin ya nyetok good day or neocoffee",Negative
Ada gilanya aku beli kopi kenangan mantan ekstra espresso. Gilak. Dua hari mengcret.,Negative
kopi kenangan yg kenangan mantan sama yang milk tea coffee klo gasalah,Negative
kalo kopi kenangan 72262290172017/10,Negative
"banyak tidur hari ini, jadi kek sedikit seger, sm tadi minum kopi kenangan matcha",Positive
Kata guana kopi kenangan mantan asem bangettt,Negative
"telor, mie, shihlin, kopi kenangan tp yg rasa matcha, nasi uduk, tempe goreng, kue bolu",Negative
@Frimawan Tadi si uda ke kopi kenangan. Padahal kenangan aja ga punya🥱,Negative
"Janji jiwa yg kopi susu jelly, kenangan botol yg gula aren, kopi susu yg dr indomaret (yummy tummy apa jelly gt, gatau klo di point ada apa engga), yg simpel nya good day cappuchino",Negative
event kali ini lumayan ya say makan padang sederhana + kfc + kopi kenangan + jco + dpt tiket yg seharga 2jt😂😂,Positive
"@bitterxugarr diantara kopi cup ( kenangan, jiwa, kulo, dll ) couvee yg paling cocok sma gw",Positive
kopi nya aming yang varian kopi susu gula aren sama kopi kenangan varian avocuddle,Negative
"Kopi lagi, kopi terus, kamunya kapan? Hehe @Kopikenangan_ID kenapa promo 3 kopi kenangan mantannya distop siiiii monang😭😭  https://t.co/2he0E7vNlV",Negative
Sampe numpang ngecas sama mba-mba kopi kenangan saking abisnya batereee😄😄,Negative
dan kopi penuh kenangan date 😎☝️💙    — A+A  https://t.co/LUfuRzSo71,Negative
"Kopi kenangan yang ini, jadi andalan ku buat penahan ngantuk, karena kebetulan cocok.  Kopi ini konsistensinya lebih kental dari Ichitan, manisnya juga lebih menyengat, asamnya terasa tipis banget.  Laktosanya terasa lebih sedikit karena gak bikin perut ku mules.  https://t.co/apHrhO2lPP",Positive
